KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
51352457,0,,,474,251,223,56,28,28,414,220,194,250,151,99,406,214,192,400,210,190,164,69,95,102,41,61,34,13,21,2,0,2,5,4,1,183,183,72,50,19,18,5,5,14,93,76,17,14,102,16,24,24
51352458,0,,,116,62,54,15,8,7,101,54,47,56,35,21,97,51,46,95,50,45,45,19,26,19,7,12,8,5,3,0,0,0,2,2,0,61,61,33,13,7,6,1,0,1,28,24,4,2,31,6,14,8
51352459,0,,,48,23,25,3,1,2,45,22,23,27,13,14,43,22,21,43,22,21,18,9,9,7,3,4,2,0,2,0,0,0,0,0,0,21,21,3,13,2,2,1,0,0,18,17,1,0,12,0,3,5
51352460,1,,51352450;51352461;51352471,49,26,23,2,1,1,57,31,26,27,15,12,57,31,26,56,31,25,30,16,14,14,6,8,7,3,4,1,1,0,0,0,0,24,24,13,11,5,1,1,0,0,17,13,4,0,21,0,10,4
51352461,2,51352460,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51352462,1,,51352463,32,16,16,3,1,2,38,18,20,22,12,10,38,18,20,37,17,20,16,6,10,10,4,6,3,1,2,0,0,0,1,0,1,9,9,4,4,3,1,2,1,0,11,8,3,1,10,0,2,1
51352463,2,51352462,,9,3,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51352466,0,,,56,28,28,11,6,5,43,21,22,22,10,12,41,21,20,40,21,19,21,11,10,12,6,6,1,0,1,0,0,0,0,0,0,24,24,11,5,2,2,3,1,0,13,10,3,3,14,0,5,5
51352467,1,,51352476,508,225,283,38,25,13,478,203,275,238,121,117,468,198,270,462,194,268,240,82,158,142,42,100,70,13,57,11,1,10,6,3,3,268,267,142,78,32,10,8,0,0,126,118,8,10,148,13,70,37
51352468,0,,,168,95,73,17,11,6,151,84,67,103,64,39,147,82,65,147,82,65,48,20,28,21,11,10,7,5,2,0,0,0,1,1,0,95,95,48,29,11,6,1,0,0,46,43,3,5,33,12,15,12
51352469,0,,,47,18,29,1,1,0,46,17,29,34,12,22,45,17,28,44,16,28,12,5,7,4,2,2,0,0,0,0,0,0,6,1,5,29,29,19,5,2,3,0,0,0,9,9,0,1,8,5,3,3
51352471,2,51352460,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51352472,0,,,14,5,9,0,0,0,14,5,9,8,3,5,12,5,7,12,5,7,6,2,4,4,1,3,2,1,1,0,0,0,0,0,0,4,4,0,1,1,1,1,0,0,4,2,2,0,4,0,0,0
51352473,1,,51352483,31,15,16,0,0,0,35,16,19,15,7,8,35,16,19,35,16,19,20,9,11,11,5,6,3,1,2,0,0,0,0,0,0,13,13,2,8,4,0,1,0,0,13,9,4,0,13,0,2,4
51352476,2,51352467,,10,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51352479,0,,,19,12,7,1,1,0,18,11,7,6,4,2,18,11,7,18,11,7,12,7,5,9,4,5,7,4,3,0,0,0,0,0,0,10,10,4,3,3,0,0,0,0,6,6,0,0,7,0,2,2
51352481,0,,,5,5,0,0,0,0,5,5,0,4,4,0,5,5,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,0,0,0,0,0,1,1,0,0,1,0,0,0
51352483,2,51352473,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51352484,1,,51352485;51352486,23,9,14,0,0,0,33,16,17,15,8,7,31,14,17,30,14,16,18,8,10,9,3,6,4,1,3,0,0,0,0,0,0,10,10,6,9,1,0,0,1,0,11,9,2,0,14,0,4,5
51352485,2,51352484,,7,5,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51352486,2,51352484,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51352492,0,,,11,6,5,0,0,0,11,6,5,4,3,1,11,6,5,11,6,5,7,3,4,6,2,4,1,1,0,0,0,0,0,0,0,5,5,1,2,2,0,0,0,0,4,4,0,0,5,0,1,1
51352493,0,,,13,5,8,0,0,0,13,5,8,3,2,1,13,5,8,13,5,8,10,3,7,6,2,4,2,0,2,0,0,0,0,0,0,7,7,2,4,1,0,0,0,0,5,5,0,0,7,0,2,2
51352495,2,51352496,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51352496,1,,51352495,4,3,1,0,0,0,11,6,5,4,2,2,11,6,5,11,6,5,7,4,3,2,1,1,2,1,1,0,0,0,1,0,1,3,3,4,2,1,0,0,0,0,3,3,0,0,5,0,3,1
51352581,2,51352585,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51352584,1,,51352594,15,5,10,0,0,0,19,7,12,8,5,3,19,7,12,19,7,12,11,2,9,9,0,9,3,0,3,0,0,0,0,0,0,9,9,9,2,2,0,0,0,0,4,4,0,0,11,0,8,0
51352585,1,,51352581,21,10,11,0,0,0,24,11,13,6,4,2,24,11,13,24,11,13,18,7,11,8,2,6,4,1,3,1,0,1,0,0,0,14,14,10,1,4,0,0,0,0,5,2,3,0,12,0,8,1
51352586,1,,51352587,9,4,5,0,0,0,11,5,6,0,0,0,11,5,6,11,5,6,11,5,6,8,3,5,1,0,1,0,0,0,0,0,0,6,6,5,3,0,0,0,0,0,3,3,0,0,8,0,5,3
51352587,2,51352586,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51352594,2,51352584,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51353007,0,,,63,28,35,3,0,3,58,27,31,29,15,14,57,26,31,57,26,31,29,12,17,20,9,11,6,2,4,1,1,0,0,0,0,29,29,8,10,9,2,0,0,0,19,17,2,0,19,0,6,7
51353008,0,,,2402,1139,1263,208,101,107,2179,1028,1151,1307,642,665,2120,998,1122,2075,982,1093,872,386,486,438,182,256,117,33,84,9,0,9,4,1,3,1141,1141,422,377,197,105,27,11,2,715,660,55,47,585,124,180,213
51353009,0,,,5647,2628,3019,555,293,262,5055,2308,2747,2988,1430,1558,4917,2236,2681,4848,2205,2643,2067,878,1189,1052,428,624,238,77,161,14,3,11,29,9,20,2572,2570,833,918,457,257,87,11,7,1711,1593,118,160,1374,63,422,484
51353015,0,,,207,99,108,13,6,7,194,93,101,121,57,64,191,93,98,185,91,94,73,36,37,29,13,16,6,1,5,0,0,0,2,2,0,90,90,22,33,21,14,0,0,0,67,62,5,2,50,0,16,16
51353016,0,,,214,101,113,17,6,11,195,94,101,132,67,65,191,93,98,190,93,97,63,27,36,31,12,19,6,0,6,1,0,1,2,2,0,98,98,29,39,19,6,4,1,0,68,63,5,2,44,0,13,16
51353017,0,,,883,404,479,96,50,46,784,353,431,404,207,197,759,336,423,747,333,414,380,146,234,265,92,173,129,31,98,20,4,16,6,1,5,327,321,107,119,60,29,4,1,1,213,194,19,15,164,3,57,63
51353018,0,,,2212,1015,1197,319,170,149,1873,833,1040,1176,568,608,1814,801,1013,1782,788,994,697,265,432,433,150,283,197,47,150,24,3,21,11,2,9,860,857,257,254,177,122,38,7,2,591,553,38,92,353,15,138,101
51353019,0,,,6904,3229,3675,906,466,440,5972,2750,3222,3903,1856,2047,5716,2615,3101,5560,2535,3025,2069,894,1175,1012,437,575,197,49,148,20,2,18,46,20,26,2780,2778,629,1028,548,412,138,19,4,2127,2017,110,214,1332,35,374,516
51353025,0,,,426,197,229,6,3,3,417,191,226,188,100,88,409,187,222,402,181,221,229,91,138,142,49,93,53,20,33,1,0,1,1,0,1,212,212,79,78,34,16,5,0,0,131,109,22,3,157,0,59,42
51353026,0,,,908,412,496,43,22,21,863,389,474,403,188,215,848,384,464,835,379,456,460,201,259,263,115,148,68,27,41,3,2,1,1,0,1,412,411,125,159,70,42,13,2,0,285,248,37,7,308,0,102,93
51353027,0,,,971,459,512,97,50,47,874,409,465,478,232,246,845,396,449,833,386,447,396,177,219,191,85,106,46,12,34,3,0,3,1,1,0,403,401,96,159,83,44,15,2,2,303,285,18,22,234,3,55,105
51353028,0,,,558,275,283,92,41,51,464,233,231,350,183,167,435,215,220,417,206,211,114,50,64,68,27,41,26,4,22,5,1,4,1,0,1,178,175,15,58,48,39,12,3,0,159,150,9,21,49,0,7,24
51353029,0,,,110,69,41,2,1,1,107,67,40,99,65,34,107,67,40,107,67,40,8,2,6,1,0,1,1,0,1,0,0,0,1,1,0,6,4,1,1,1,1,0,0,0,3,3,0,0,1,0,0,0
51353035,0,,,218,97,121,10,5,5,208,92,116,88,41,47,202,89,113,201,89,112,120,51,69,69,26,43,21,5,16,0,0,0,1,0,1,114,114,50,37,18,6,2,1,0,64,56,8,2,85,1,38,25
51353036,0,,,261,126,135,7,6,1,254,120,134,112,63,49,249,116,133,245,114,131,142,57,85,88,36,52,30,5,25,0,0,0,1,0,1,130,130,49,46,22,11,2,0,0,81,66,15,0,100,0,43,24
51353045,0,,,91,43,48,5,5,0,86,38,48,43,24,19,86,38,48,86,38,48,43,14,29,22,4,18,6,1,5,0,0,0,0,0,0,48,48,19,20,4,5,0,0,0,29,26,3,1,34,0,18,8
51353066,2,51353067,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51353067,1,,51353066,19,7,12,0,0,0,22,9,13,6,2,4,22,9,13,21,8,13,16,7,9,9,3,6,5,2,3,1,0,1,0,0,0,11,11,6,5,2,0,0,0,0,7,6,1,0,11,0,4,3
51353100,0,,,7865,3876,3989,934,491,443,6872,3342,3530,4311,2197,2114,6690,3241,3449,6519,3129,3390,2561,1145,1416,1258,535,723,330,112,218,34,9,25,20,11,9,3470,3467,1132,1103,650,424,121,27,10,2319,2159,160,268,1679,212,493,581
51353101,0,,,5213,2458,2755,600,302,298,4564,2128,2436,2978,1466,1512,4417,2054,2363,4292,1981,2311,1586,662,924,780,306,474,262,82,180,26,7,19,47,21,26,2312,2302,791,773,384,259,75,15,5,1494,1400,94,186,954,141,306,320
51353102,0,,,5616,2658,2958,706,344,362,4810,2253,2557,3291,1606,1685,4647,2174,2473,4526,2122,2404,1519,647,872,760,317,443,165,53,112,10,3,7,43,18,25,2530,2529,894,784,418,315,103,10,5,1600,1491,109,198,1056,125,363,332
51353103,0,,,6242,2938,3304,705,372,333,5464,2527,2937,3473,1683,1790,5321,2450,2871,5237,2412,2825,1991,844,1147,1020,402,618,276,84,192,16,5,11,70,37,33,2907,2902,1092,938,456,308,87,16,5,1772,1644,128,213,1377,62,546,394
51353104,0,,,6978,3249,3729,904,463,441,6034,2763,3271,3863,1850,2013,5859,2671,3188,5740,2605,3135,2171,913,1258,1123,429,694,375,99,276,49,8,41,41,15,26,2908,2900,860,986,537,384,112,16,5,2011,1887,124,268,1270,78,382,462
51353105,0,,,1602,782,820,211,103,108,1383,673,710,928,473,455,1345,654,691,1324,644,680,455,200,255,221,93,128,59,22,37,7,1,6,6,2,4,667,665,192,217,139,77,30,8,2,463,426,37,62,284,15,90,88
51353106,0,,,2158,1025,1133,348,162,186,1799,857,942,1368,653,715,1754,836,918,1718,822,896,431,204,227,197,85,112,48,17,31,3,2,1,16,6,10,902,902,264,264,192,132,40,9,1,624,585,39,127,296,44,91,89
51353107,0,,,269,127,142,66,27,39,202,99,103,137,66,71,196,95,101,192,92,100,65,33,32,28,14,14,8,4,4,1,0,1,3,2,1,97,97,20,23,23,21,10,0,0,77,71,6,21,43,0,12,14
51353108,0,,,631,259,372,60,28,32,569,230,339,277,139,138,559,226,333,553,221,332,292,91,201,194,47,147,125,26,99,25,5,20,3,1,2,201,198,50,62,36,38,6,6,0,145,117,28,22,106,2,26,31
51353109,0,,,690,330,360,57,26,31,633,304,329,353,179,174,621,297,324,617,295,322,280,125,155,133,54,79,34,10,24,1,0,1,1,1,0,295,295,86,101,62,26,13,3,4,206,177,29,12,182,14,43,54
51353110,0,,,5507,2658,2849,682,361,321,4809,2287,2522,3169,1570,1599,4640,2198,2442,4503,2131,2372,1640,717,923,683,281,402,154,29,125,13,3,10,20,7,13,2161,2157,477,750,469,323,113,18,7,1668,1563,105,181,1027,25,253,380
51353111,0,,,3421,1806,1615,421,227,194,2896,1515,1381,2334,1256,1078,2790,1464,1326,2518,1290,1228,562,259,303,283,122,161,72,30,42,4,0,4,27,14,13,1534,1529,722,325,217,211,41,9,4,797,737,60,107,386,307,110,128
51353112,0,,,2278,1156,1122,247,126,121,1982,999,983,1412,744,668,1926,973,953,1876,947,929,570,255,315,301,132,169,83,35,48,5,2,3,22,6,16,1119,1118,504,290,168,117,31,7,1,600,551,49,85,387,159,135,104
51353113,0,,,1814,895,919,198,96,102,1599,787,812,1046,538,508,1564,768,796,1535,749,786,553,249,304,261,115,146,63,19,44,3,0,3,14,11,3,871,871,351,270,127,89,25,4,5,516,474,42,55,394,53,147,123
51353114,0,,,5409,2540,2869,601,308,293,4767,2210,2557,2982,1409,1573,4640,2139,2501,4550,2086,2464,1785,801,984,797,343,454,175,57,118,15,1,14,24,8,16,2374,2373,672,875,453,276,76,15,6,1672,1577,95,155,1202,27,365,436
51353115,0,,,4725,2224,2501,491,227,264,4211,1981,2230,2774,1341,1433,4070,1914,2156,3968,1866,2102,1437,640,797,655,280,375,159,53,106,9,0,9,67,17,50,2125,2124,704,674,410,263,56,12,5,1401,1300,101,143,994,73,335,314
51353116,0,,,4444,2131,2313,451,246,205,3959,1862,2097,2429,1207,1222,3851,1805,2046,3793,1773,2020,1530,655,875,828,317,511,249,88,161,10,0,10,56,24,32,2126,2121,855,650,346,207,45,12,6,1241,1117,124,124,1026,59,387,296
51353117,0,,,2340,1102,1238,440,225,215,1894,873,1021,1248,603,645,1834,843,991,1786,825,961,646,270,376,387,149,238,134,41,93,11,2,9,5,2,3,894,887,235,258,168,163,48,10,5,646,590,56,139,396,16,136,135
51353118,0,,,2163,1004,1159,285,142,143,1876,860,1016,1189,569,620,1830,835,995,1786,812,974,687,291,396,357,144,213,107,31,76,5,2,3,11,7,4,898,898,220,312,189,141,30,4,2,676,611,65,84,458,7,128,154
51353119,0,,,2814,1319,1495,427,214,213,2382,1101,1281,1485,742,743,2311,1059,1252,2265,1033,1232,897,359,538,571,224,347,188,49,139,36,2,34,24,7,17,1070,1067,275,362,185,180,54,7,4,781,741,40,112,470,23,138,172
51353120,0,,,856,423,433,61,27,34,794,396,398,499,249,250,782,392,390,747,371,376,295,147,148,64,31,33,16,6,10,1,0,1,4,3,1,401,401,128,156,67,35,15,0,0,272,254,18,13,184,53,27,93
51353121,0,,,1915,938,977,351,182,169,1564,756,808,1431,698,733,1341,646,695,1255,605,650,133,58,75,47,22,25,7,3,4,1,0,1,1,0,1,598,598,57,105,164,214,51,5,2,541,520,21,28,91,0,17,34
51353122,0,,,4541,2245,2296,1719,859,860,2820,1384,1436,2691,1319,1372,2666,1302,1364,2618,1280,1338,129,65,64,45,24,21,11,5,6,1,1,0,25,10,15,1313,1313,74,184,332,540,158,22,3,1237,1202,35,505,90,4,15,27
51353124,0,,,730,333,397,59,25,34,670,307,363,414,199,215,660,302,358,641,292,349,256,108,148,121,49,72,34,8,26,2,0,2,10,6,4,373,373,166,113,52,34,3,4,1,203,191,12,19,185,6,80,52
51353125,0,,,2154,1013,1141,229,123,106,1915,883,1032,965,474,491,1857,855,1002,1833,842,991,950,409,541,517,216,301,180,40,140,27,3,24,10,3,7,838,830,225,332,155,77,27,13,1,596,544,52,55,499,8,147,185
51353126,0,,,3196,1497,1699,353,167,186,2834,1325,1509,1775,834,941,2769,1291,1478,2719,1272,1447,1059,491,568,472,205,267,123,48,75,6,2,4,10,4,6,1338,1338,310,539,266,136,65,15,7,1016,939,77,96,692,14,163,273
51353127,0,,,757,374,383,66,39,27,687,333,354,372,189,183,679,327,352,664,320,344,315,144,171,141,60,81,36,11,25,4,0,4,1,0,1,325,323,82,135,64,28,9,4,1,240,219,21,23,189,2,41,80
51353128,0,,,672,326,346,94,44,50,570,277,293,355,178,177,553,271,282,536,261,275,215,99,116,106,56,50,29,12,17,5,3,2,1,0,1,265,265,67,75,62,45,8,7,1,196,170,26,23,139,9,36,47
51353129,1,,51353138,2045,940,1105,241,126,115,1783,799,984,1020,504,516,1744,772,972,1715,756,959,763,295,468,503,178,325,204,46,158,21,4,17,23,15,8,795,790,272,242,133,105,31,7,1,507,458,49,79,356,35,126,102
51353131,0,,,464,205,259,97,44,53,346,150,196,296,127,169,345,150,195,343,149,194,50,23,27,22,11,11,6,2,4,1,0,1,0,0,0,209,209,60,79,39,28,2,0,1,142,140,2,50,35,3,11,16
51353136,0,,,226,112,114,29,13,16,197,99,98,160,76,84,193,95,98,191,93,98,37,23,14,11,8,3,2,1,1,0,0,0,0,0,0,87,87,13,35,19,14,6,0,0,74,68,6,6,25,3,2,13
51353137,0,,,14,8,6,0,0,0,14,8,6,4,2,2,14,8,6,14,8,6,10,6,4,5,2,3,2,1,1,0,0,0,0,0,0,7,7,3,2,1,1,0,0,0,4,3,1,0,7,0,3,2
51353138,2,51353129,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
51353200,0,,,767,346,421,131,62,69,630,281,349,361,172,189,617,277,340,605,272,333,269,109,160,181,71,110,61,15,46,10,0,10,2,0,2,291,290,85,89,50,43,18,3,2,202,185,17,40,150,5,59,49
51353201,0,,,326,165,161,36,23,13,290,142,148,174,95,79,285,137,148,279,135,144,116,47,69,53,16,37,18,3,15,0,0,0,1,0,1,134,134,36,47,20,22,7,1,1,98,83,15,7,80,6,21,26
51353202,0,,,810,389,421,76,43,33,729,341,388,481,234,247,704,325,379,682,317,365,248,107,141,127,54,73,33,10,23,1,0,1,6,2,4,339,339,81,121,77,48,8,4,0,257,240,17,18,167,4,44,61
51353203,0,,,838,410,428,99,50,49,739,360,379,543,271,272,703,341,362,681,334,347,196,89,107,115,52,63,26,17,9,1,0,1,2,2,0,321,321,74,99,71,46,21,7,3,246,227,19,28,134,4,42,38
51353204,0,,,867,440,427,75,42,33,762,381,381,490,255,235,746,370,376,733,368,365,272,126,146,108,46,62,27,8,19,0,0,0,10,5,5,425,425,181,116,74,40,12,2,0,239,216,23,26,185,23,53,60
51353205,0,,,2947,1399,1548,322,182,140,2566,1181,1385,1655,802,853,2496,1146,1350,2444,1117,1327,911,379,532,527,204,323,186,56,130,19,3,16,21,11,10,1351,1349,524,417,214,142,36,12,4,803,730,73,99,582,46,208,163
51353206,0,,,2085,1005,1080,235,120,115,1813,865,948,1266,635,631,1760,837,923,1730,824,906,547,230,317,299,102,197,136,34,102,12,1,11,17,11,6,826,823,244,259,164,112,37,7,0,570,528,42,64,282,34,68,86
51353207,0,,,735,349,386,88,49,39,640,299,341,428,211,217,622,290,332,608,280,328,212,88,124,120,46,74,40,12,28,4,0,4,1,1,0,300,300,84,91,67,32,18,6,2,211,175,36,32,146,6,45,35
51353208,0,,,169,78,91,25,11,14,143,67,76,84,45,39,141,66,75,140,65,75,59,22,37,24,8,16,5,0,5,2,0,2,0,0,0,68,68,20,19,11,13,4,1,0,48,39,9,3,38,0,11,11
51353209,0,,,689,343,346,75,45,30,613,298,315,388,203,185,591,289,302,579,283,296,225,95,130,101,37,64,28,5,23,2,1,1,11,11,0,248,246,59,78,53,33,13,6,4,187,156,31,19,144,10,35,40
51353210,0,,,4038,1853,2185,522,261,261,3502,1582,1920,2252,1069,1183,3352,1512,1840,3250,1455,1795,1250,513,737,768,315,453,171,62,109,15,1,14,18,6,12,1727,1724,536,538,325,246,62,15,2,1181,1096,85,149,860,21,350,248
51353211,0,,,1207,508,699,149,74,75,1058,434,624,628,289,339,1020,418,602,993,407,586,430,145,285,281,77,204,160,33,127,33,5,28,10,2,8,409,402,93,130,72,81,22,4,0,307,284,23,23,174,6,47,64
51353212,0,,,2165,1010,1155,279,137,142,1871,864,1007,1302,613,689,1810,837,973,1771,818,953,569,251,318,254,109,145,50,18,32,4,1,3,16,8,8,923,923,249,329,182,119,32,11,1,660,608,52,69,396,13,127,118
51353213,0,,,2614,1292,1322,501,256,245,2069,1011,1058,1691,837,854,1972,964,1008,1919,938,981,378,174,204,160,74,86,39,16,23,2,0,2,20,10,10,1020,1019,263,283,213,179,63,15,3,738,682,56,164,256,26,58,85
51353214,0,,,2792,1383,1409,371,205,166,2344,1135,1209,1713,855,858,2259,1090,1169,2202,1055,1147,631,280,351,302,128,174,86,25,61,10,2,8,35,25,10,1177,1175,384,337,223,171,44,11,5,767,712,55,106,398,53,100,120
51353215,0,,,2576,1228,1348,273,150,123,2274,1060,1214,1397,683,714,2204,1026,1178,2155,1003,1152,877,377,500,527,224,303,160,51,109,11,0,11,12,9,3,1082,1079,316,374,201,136,35,12,5,751,676,75,87,536,31,148,199
51353216,0,,,2955,1394,1561,352,171,181,2540,1187,1353,1820,902,918,2468,1159,1309,2391,1114,1277,720,285,435,389,135,254,127,32,95,11,1,10,42,25,17,1313,1312,490,368,238,161,45,7,3,794,730,64,94,456,59,160,126
51353217,0,,,1425,673,752,227,109,118,1150,545,605,821,421,400,1120,528,592,1093,513,580,329,124,205,185,57,128,84,14,70,16,3,13,3,3,0,608,606,229,155,106,87,20,5,4,369,331,38,85,191,40,65,47
51353218,0,,,1777,832,945,282,149,133,1479,675,804,962,449,513,1443,656,787,1402,632,770,517,226,291,264,102,162,95,38,57,8,1,7,3,0,3,745,745,232,224,131,104,42,8,4,509,451,58,90,369,10,136,96
51353219,0,,,1880,895,985,317,159,158,1544,725,819,1052,510,542,1493,694,799,1472,686,786,492,215,277,253,92,161,80,23,57,6,1,5,36,14,22,782,781,242,220,148,123,35,9,4,536,481,55,83,343,33,109,84
51353220,0,,,1185,561,624,134,75,59,1046,484,562,626,303,323,1016,466,550,1001,458,543,420,181,239,206,76,130,66,19,47,4,2,2,6,2,4,460,458,110,158,88,71,21,10,0,343,304,39,30,259,7,67,82
51353221,0,,,1445,673,772,274,143,131,1167,529,638,796,376,420,1137,510,627,1119,503,616,371,153,218,193,68,125,50,13,37,3,1,2,20,0,20,561,561,126,182,112,98,35,5,3,432,392,40,69,250,18,63,83
51353222,0,,,4215,2007,2208,473,242,231,3659,1722,1937,2452,1167,1285,3560,1667,1893,3499,1639,1860,1207,555,652,500,230,270,114,35,79,6,1,5,44,21,23,1784,1782,553,625,293,212,76,16,7,1203,1118,85,122,727,50,176,293
